via,placa,numero_placa,latitud,longitud
CL 55,127-44,,6.27175656,-75.6332733
CL 92,73B-06,,6.28827215,-75.57863124
CL 48B,107B-29 (0187),,6.25969909,-75.6216995
CL 48B,107B-29 (0189),,6.25967875,-75.62171217
CL 48B,107B-29 (0192),,6.25963571,-75.62173899
CL 48B,107B-29 (0191),,6.25965844,-75.62172482
CL 48A,107B-29 (0185),,6.25963553,-75.62178463
CR 107B,45B-137,,6.25959554,-75.62123374
CL 48B,107B-29 (0101),,6.25981015,-75.62161071
CL 48B,107B-29 (0104),,6.25976962,-75.62163354
CL 48B,107B-29 (0105),,6.25974473,-75.62164756
CR 79A,77BB-97,,6.28011968,-75.58635836
CR 79A,77BB-101,,6.2801361,-75.5863363
CR 79A,77BB-99,,6.28012943,-75.58634527
DG 80,77BB-110 (0108),,6.2805237,-75.58667694
DG 80,77BB-110 (0107),,6.28054047,-75.58669396
CR 79A,77BB-95 (0103),,6.28022645,-75.58647189
DG 80,77BB-110 (0115),,6.28046309,-75.58661202
DG 80,77BB-110 (0109),,6.28049984,-75.58663305
DG 80,77BB-110 (0101),,6.28064818,-75.58675319
DG 80,77BB-110 (0102),,6.28062643,-75.5867374
DG 80,77BB-108,,6.2806803,-75.58682125
DG 80,77BB-106,,6.28066298,-75.58683185
DG 80,77BB-102,,6.2806462,-75.58684212
CR 79A,77BB-89,,6.28007147,-75.58640944
CR 79A,77BB-87,,6.28006134,-75.58642144
CL 57B,103A-13 (0135),,6.2730376,-75.61145148
CL 57B,103A-13 (0136),,6.27303263,-75.61147291
CR 88A,68-134,,6.27955784,-75.59538584
CR 146,60C-94,,6.27373812,-75.64943369
CR 146C,60C-68 LOTE,,6.2737264,-75.64919313
CR 146,60C-218,,6.2743365,-75.65030484
CL 36,33B-50 (0110),,6.23442036,-75.56060701
CL 36B,33B-20 (0108),,6.23426808,-75.56037806
CL 65,74B-217 (0107),,6.26865574,-75.58748125
CL 65,74B-217 (0109),,6.26865106,-75.58752673
CL 65,74B-217 (0112),,6.26864298,-75.5876087
CL 65,74B-217 (0111),,6.2686453,-75.58758371
CL 65,74B-209,,6.26861544,-75.58725542
CL 65,74B-217 (0105),,6.26866385,-75.58740316
CL 65,74B-213,,6.2686561,-75.58726136
CL 54A,6 ESTE-76,,6.23337653,-75.52673511
CL 54A,X CR 6 ESTE  LT 0005,,6.23371112,-75.52683608
CL 54A,6 ESTE-44 LOTE,,6.23358764,-75.52688589
CL 54A,6 ESTE-66 LOTE,,6.23343516,-75.52679258
CR 7 ESTE,54AA-07,,6.23386982,-75.52654334
CL 54A,6 ESTE-60,,6.23353367,-75.52686249
CR 43,X CL 77  LT 0071,,6.27002243,-75.55230686
CR 42,77-43 (0105),,6.27011018,-75.55184447
CR 42,77-43 (0205),,6.27011478,-75.55187099
CR 42,77-43 (9905),,6.27010706,-75.55182646
CR 78A,45 SUR-152 (0137) LOTE,,6.18081607,-75.65528631
CR 76,45 SUR-55 (0131),,6.18113145,-75.6551419
CR 78A,45 SUR-152 (0141) LOTE,,6.18081154,-75.6551804
CR 78A,45 SUR-152 (0135) LOTE,,6.18081046,-75.65534274
CR 78A,45 SUR-152 (0139) LOTE,,6.18081395,-75.6552368
CR 78A,45 SUR-152 (0133) LOTE,,6.1808172,-75.65539798
CR 76,45 SUR-55 (0127) LOTE,,6.18112205,-75.65527007
CL 110,107-602,,6.30370984,-75.62597799
CR 28,38F-07,,6.23263135,-75.55589765
CR 28,38F-09,,6.23264426,-75.55586002
CR 28,X CL 38E  LT 0001,,6.23259778,-75.55599381
CL 111,29-36 (0107),,6.30004408,-75.54219167
CL 111,29-36 (0103),,6.30014072,-75.54222971
CL 111,29-36 (0102),,6.30017766,-75.5422659
CL 111,29-36 (0105),,6.30008108,-75.54220586
CL 111,29-36 (0104),,6.30011032,-75.54221709
CL 77,35A-30 (0106),,6.26894845,-75.54620896
CR 36,75C-54 (0126),,6.2694374,-75.54634374
CR 36,75C-54 (0102),,6.26941823,-75.54630828
CR 36A,75C-04,,6.26940526,-75.5468658
CR 33B,36B-02,,6.23415354,-75.56011895
CR 76,X CL 88A  LT 0010,,6.28900734,-75.58171524
CR 89,X CL 15  LT 0002,,6.22112374,-75.61221885
CL 15,X CR 89A  LT 0007,,6.22057575,-75.61285907
CL 15,X CR 89A  LT 0005,,6.22051117,-75.6126574
CL 15,X CR 89A  LT 0004,,6.22051671,-75.61282928
CR 89,15-41 LOTE,,6.22098961,-75.6122459
CR 89,X CL 15  LT 0001,,6.22055287,-75.61222304
CL 8,84F-190,,6.21972637,-75.61187009
CR 90,15-60 LOTE,,6.22164795,-75.61380532
CL 15,X CR 89A  LT 0006,,6.22054552,-75.61256274
CL 15,X CR 89A  LT 0008,,6.22061343,-75.61279233
CL 57,35-58 (0301),,6.24816569,-75.55402843
CL 57,35-56 (0301),,6.24815051,-75.55400413
CR 36,57-48 (0201),,6.2486153,-75.55390874
CR 36,57-02 LOTE,,6.24830442,-75.55421418
CL 57,X CR 36  LT 0026,,6.24826494,-75.55419565
CL 57,35-74 LOTE,,6.24823375,-75.55414035
CL 45F,14B-37 (0201),,6.23191805,-75.54286655
CL 45F,14B-35 (0201),,6.23191912,-75.54288094
CL 57D,98B-97,,6.27399765,-75.60906509
CL 57D,98B-85 (0111),,6.2740107,-75.60897901
CL 57D,X CR 98B  LT 0058,,6.27397378,-75.60890724
CL 57D,98B-85 (0115),,6.27398923,-75.60898788
CL 57D,98B-113 LOTE,,6.27390251,-75.6091285
CL 47,X CR 16AA  LT 0074,,6.23408495,-75.54418255
CL 46,X CR 16AA  LT 0001,,6.23390139,-75.54509305
CR 15D,X CL 47  LT 0004,,6.23385427,-75.54374276
CL 69,98-151 LOTE,,6.29155881,-75.61024014
CL 67,98-122 (0120),,6.28921529,-75.60880974
CR 98,67C-157,,6.29157746,-75.60959071
CL 67,98-122 (0107),,6.28904737,-75.60869059
CL 67,98-122 (0101),,6.28899341,-75.60864508
CR 99,69-84 (0105),,6.29136307,-75.61148701
CR 99,69-84 (0103),,6.2913966,-75.61144203
CR 99,68-48 LOTE,,6.2898186,-75.61130885
CL 67,98-122 (0130),,6.28906629,-75.60871687
CR 99,68-36 LOTE,,6.2897488,-75.61126695
CL 67,98-122 (0110),,6.289094,-75.60872251
CL 56,121-64,,6.27349134,-75.62856702
CL 56,121-72,,6.2734571,-75.62860049
CL 56,121-78,,6.27344217,-75.62863487
CL 56,121-60,,6.2734781,-75.62850048
CL 50,X CR 96C  LT 0120,,6.26738855,-75.60877189
CL 50,X CR 96C  LT 0177,,6.26728588,-75.60917315
CL 68A,149-83 (0110),,6.28681388,-75.64592151
CL 103B,82E-130 LOTE,,6.30435383,-75.58001156
CR 30,44-66 (0210),,6.2722339,-75.55388087
CR 30,44-66 (0214),,6.27228484,-75.55387915
CR 30,44-66 (0203),,6.27217086,-75.55389083
CR 30,44-66 (0103),,6.27215945,-75.55389264
CR 30,44-66 (0202),,6.27209271,-75.55390318
CL 62,119B-09,,6.27783884,-75.62551545
CL 10,36A ESTE-119 (0114),,6.21093702,-75.50034783
CL 10,35 ESTE-169 (0108),,6.2105219,-75.50106849
CL 10,36A ESTE-119 (0115) LOTE,,6.21032743,-75.50075369
CL 10,35 ESTE-169 (0110),,6.2109808,-75.50109329
CR 35 ESTE,9-334 (0102),,6.21201492,-75.50227548
CL 10,35 ESTE-169 (0103) LOTE,,6.21106385,-75.50056881
CR 147B,63-42 (0112),,6.28178555,-75.64439048
CL 65A,143-95 (0119),,6.28157978,-75.64342649
CL 65A,146-07,,6.2822156,-75.64385657
CL 65A,146-03,,6.28219357,-75.64382932
CL 65A,146-15,,6.28220406,-75.64393792
CL 65A,146-13,,6.28221021,-75.64389751
CL 65A,143-111,,6.28189271,-75.64348636
CL 65A,143-115,,6.28173854,-75.64349491
CL 65A,143-02 (0110),,6.28173612,-75.64239748
CR 145,63-127 (0122),,6.281757,-75.64383993
CL 65A,146-95,,6.2822252,-75.64432779
CL 65A,146-93,,6.28221621,-75.64429143
CL 65A,143-95 (0117),,6.28153483,-75.64345681
CR 145,63-127 (0115),,6.28164584,-75.64386306
CL 65A,143-95 (0126),,6.28168633,-75.64337896
CL 65A,143-79,,6.28184057,-75.64333916
CL 65A,143-95 (0121),,6.28162186,-75.64339222
CL 65A,143-127,,6.28190093,-75.64354592
CR 145,63-127 (0108),,6.28172353,-75.643807
CL 65A,146-65,,6.28197768,-75.6443279
CL 38A,26F-26,,6.23075725,-75.555873
CR 26F,38A-35 LOTE,,6.23098913,-75.55572425
CL 38A,26F-06,,6.23073658,-75.55576925
CL 38A,26F-02,,6.23073463,-75.55575156
CL 38A,26F-22,,6.2307658,-75.55583637
CL 38A,26F-20,,6.23074182,-75.55581669
CL 38A,26F-34,,6.23078732,-75.55591915
CL 38A,26F-36,,6.2307892,-75.5559405
CL 85A,66E-89,,6.28129685,-75.57455807
CL 85A,66E-11,,6.2811272,-75.57420008
CL 85A,66E-35 (0104),,6.28119122,-75.57438149
CL 85A,65-239,,6.281051,-75.57409896
CL 85,65-242,,6.28099949,-75.57411777
CL 85A,66E-35 (0101),,6.28118369,-75.57435081
CL 84,67A-260,,6.28143945,-75.57579452
CL 84,67A-258,,6.28143196,-75.57576872
CL 85A,66E-17,,6.28114135,-75.57422614
CL 84,65-266,,6.28103921,-75.5742553
CR 78,43 SUR-31 (0101),,6.18335673,-75.6556484
CL 65,137-41 (0120),,6.28080004,-75.64044694
CL 65,137-41 (0105),,6.28086479,-75.64045939
CR 137,63-153,,6.28100096,-75.64008848
CR 137,63-147,,6.28093675,-75.64009471
CL 67A,153A-274 (0105),,6.2861444,-75.65640623
CR 30A,100B-59,,6.28932604,-75.54175699
CL 62B,X CL 143A  LT 0005,,6.2771737,-75.64319906
CR 143A,60C-85 LOTE,,6.27674259,-75.64299251
CL 60C,143A-112,,6.27550034,-75.64392706
CL 60C,143A-126,,6.27548037,-75.64398491
CL 60C,143A-124,,6.27549098,-75.64395416
CL 60C,143A-136,,6.27545243,-75.6440595
CL 60C,143A-146,,6.27545441,-75.64417723
CL 60C,143A-142,,6.27544878,-75.64412244
CL 60C,143A-130,,6.27548511,-75.64402749
CL 62B,143A-117,,6.27704764,-75.64388515
CL 62B,X CL 143A  LT 0003,,6.27714396,-75.64369498
CR 52C,X CL 87  LT 0006,,6.2799576,-75.56477019
CR 52C,87-68 (0102),,6.2803144,-75.56468677
CR 52C,87-68 (0101),,6.28031594,-75.56470308
CR 98AB,67-396 (0101),,6.29220371,-75.60934973
CL 62B,17B-80,,6.25516093,-75.53847974
CR 17C,62B-12 (0108),,6.2552022,-75.53866329
CR 17C,63BB-10 (0204),,6.25528603,-75.53865534
CR 17C,63BB-10 (0104),,6.2552933,-75.53865762
CR 17C,63BB-08,,6.2552412,-75.53879096
CR 17C,63BB-16,,6.25536233,-75.53874161
CR 17C,63BB-12,,6.25532966,-75.53874749
CR 17C,63BB-10 (0102),,6.25529903,-75.53873647
CL 62B,17B-60 (0116),,6.25525854,-75.53848266
CR 17C,63BB-20,,6.25542934,-75.53872096
CR 150,68-483 LOTE,,6.29056131,-75.64698273
CR 150,68-479,,6.29052477,-75.64694588
CR 150,68-495,,6.29061933,-75.64704324
CR 150,68-493,,6.29059823,-75.64702504
CL 102A,22B-02 (0107),,6.2913644,-75.537365
CR 23,102C-04 (0127),,6.29153923,-75.53734208
CR 23,102C-04 (0117),,6.2915029,-75.53756776
CR 23,102C-04 (0126),,6.29166566,-75.53742031
CR 22,106-05 (0154),,6.29170505,-75.53683592
CL 102A,22C-02 (0104),,6.29121252,-75.53730702
CR 23,102C-04 (0165),,6.2914305,-75.53698847
CR 23,102C-04 (0128) LOTE,,6.29147495,-75.53709098
CR 23,102C-04 (0128),,6.29170822,-75.53746925
CR 23,102C-04 (0118),,6.29159076,-75.53750156
CR 23,102C-04 (0121),,6.29149627,-75.5373401
CL 63,132-18,,6.27863306,-75.63724459
CL 63,132-42,,6.27877341,-75.63744442
CL 63,132-46,,6.27878031,-75.63746669
CL 63,132-10,,6.27861484,-75.63717373
CL 63,132-52,,6.278795,-75.63750072
CL 63,132-56,,6.27880525,-75.63752124
CR 127,X CL 61A  LT 0027,,6.27877732,-75.63157251
CL 61A,126B-10,,6.27749128,-75.63185827
CL 61A,126B-12,,6.27753227,-75.63191681
CR 127,61A-160,,6.27862507,-75.63132036
CR 127,61A-118,,6.27838191,-75.63150563
CR 127,61A-86,,6.27810001,-75.63164108
CR 127,61A-84,,6.27807851,-75.63165534
CR 127,61A-166,,6.27864236,-75.63128747
CR 127,61A-80,,6.27805646,-75.63166984
CR 127,61A-174,,6.27869803,-75.63117564
CR 127,61A-170,,6.27867614,-75.63121536
CR 127,61A-152,,6.27858403,-75.63141978
CR 76B,107A-77,,6.30686482,-75.57242947
CR 76B,107A-85,,6.30695619,-75.57240898
CR 84,101CE-05,,6.30263173,-75.58251188
CR 84,101A-95 LOTE,,6.30175725,-75.58257138
CR 84,101CG-27,,6.30306538,-75.58237481
CR 84,101CG-21,,6.30303222,-75.58238874
CL 104DB,X CR 83  LT 0098,,6.30697193,-75.58163052
CR 84,101A-99 LOTE,,6.3017925,-75.58255375
CL 101CD,X CR 83  LT 0047,,6.3023265,-75.58242531
CR 84,101CE-34,,6.30289306,-75.58233604
CR 83,101CC-09,,6.30219602,-75.58200972
CL 104E,X CR 83  LT 0174,,6.3071593,-75.58141062
CR 83,101DA-13,,6.30336869,-75.58240717
CR 83,101DA-05,,6.30333186,-75.5823989
CR 83,101DA-09,,6.30335361,-75.58240378
CR 84,101CE-19,,6.3027093,-75.58248708
CR 83A,X CL 104C  LT 0175,,6.30579948,-75.58185151
CL 101A,X CR 84A  LT 0094,,6.30131725,-75.58295967
CL 102,X CR 83  LT 0001,,6.30407251,-75.58259621
CR 84,101CG-07,,6.30292771,-75.5824287
CR 84,101CE-26,,6.30280717,-75.58235766
CR 84,101CC-18,,6.30219326,-75.58238934
CR 84,101CC-06,,6.30215263,-75.58239025
CL 104DA,X CR 83  LT 0118,,6.30674144,-75.58180395
CR 83,101DD-13,,6.30370401,-75.5823518
CR 83,101DD-19,,6.30375038,-75.58232816
CR 84,X CL 101CB  LT 0009,,6.30192391,-75.58242165
CR 83,X CL 99CC  LT 0020,,6.29957036,-75.58205488
CR 83,101CC-27,,6.30233392,-75.58194542
CR 83,101CC-19,,6.30224025,-75.58191561
CR 83,X CL 104E  LT 0001,,6.30762384,-75.58099322
CR 83,104DA-15,,6.30680487,-75.58176693
CR 84,X CL 101A  LT 0083,,6.30216202,-75.58242319
CR 84,101A-81 LOTE,,6.30165794,-75.58262348
CR 83,X CL 104F  LT 0188,,6.30785962,-75.57994425
CR 84,101CE-37,,6.30280132,-75.58246992
CR 84,101CE-39,,6.30281379,-75.58246614
CR 84,101CE-35,,6.30278578,-75.58247464
CL 101CE,X CR 83  LT 0073,,6.30262362,-75.58243338
CR 83,X CL 101A  LT 0001,,6.30100959,-75.5818257
CR 83,101A-11 LOTE,,6.30095755,-75.5818879
CR 84,101CE-32,,6.30286391,-75.58234327
CR 84,101CE-30,,6.3028382,-75.58234965
CR 84,101CD-11,,6.3024187,-75.58253962
CR 84,101CD-19,,6.30248585,-75.58254362
CR 84,101CE-22,,6.30274341,-75.58237908
CR 84,101CE-20,,6.30272595,-75.58239254
CL 102A,X CR 83  LT 0010,,6.30410616,-75.58208262
CL 101CC,X CL 83  LT 0050,,6.30210923,-75.58199142
CR 84,101CE-13,,6.30267219,-75.5824945
CR 84,101CE-15,,6.3026749,-75.5824945
CR 84,101CE-49,,6.30284467,-75.58245774
CR 84,101CE-45,,6.30284011,-75.58245895
CR 84,101CG-11,,6.30297509,-75.58241158
CR 84,101CE-31,,6.30275881,-75.58248671
CR 83,X CL 106B  LT 0062,,6.30768239,-75.57998592
CR 84,101A-89 LOTE,,6.30170293,-75.58259874
CR 83,101DC-01,,6.30356266,-75.58239284
CR 83,98CC-11,,6.30009116,-75.5820639
CL 101,X CR 83  LT 0076,,6.30062669,-75.5820237
CL 101AA,X CR 83  LT 0089,,6.30114201,-75.58189229
CR 101C,X CR 83  LT 0088,,6.30171962,-75.58224062
CR 83,X CL 100G  LT 0001,,6.30070548,-75.58193003
CR 83,101-13 LOTE,,6.30066364,-75.58194492
CR 83,101-19 LOTE,,6.30073742,-75.58191865
CR 33,69-50 (0114),,6.26432315,-75.54544585
CR 33,69-50 (0103),,6.26433642,-75.54560993
CR 33,69-50 (0106),,6.2643217,-75.54547809
CR 33,69-50 (0104),,6.26432908,-75.54554412
CR 42BB,120-80,,6.3025508,-75.5442642
CL 120A,42B-59 LOTE,,6.30257179,-75.54408565
CR 42BB,120-84,,6.30262097,-75.54425025
CR 42BB,120-72,,6.30249333,-75.54427363
CR 42BB,120-68 LOTE,,6.30245418,-75.54428277
CR 41,66C-60,,6.26047308,-75.55216393
CL 114,50A-131,,6.30311243,-75.55441838
CL 48EE,99CC-150,,6.26532872,-75.61411196
CL 48EE,99CC-122,,6.26527375,-75.61410884
CL 48EE,99CC-124,,6.26528628,-75.61411101
CL 48EE,99CC-110,,6.26519558,-75.61409533
CL 48EE,99CC-114,,6.26522545,-75.61410049
CL 48F,99CC-101,,6.26545151,-75.61388557
CL 48F,99CC-83,,6.26527663,-75.61383596
CL 48F,99CC-93,,6.26534682,-75.61385566
CL 48EE,99CC-106,,6.26514756,-75.61409166
CL 48F,99CC-75,,6.26522491,-75.61382159
CR 127,52-414 LOTE,,6.27158848,-75.63288587
CL 41A SUR,X CR 65E  LT 0069,,6.18436851,-75.64696356
CR 66,41A SUR-47,,6.18380461,-75.64731062
CR 66A,41A SUR-36,,6.18389068,-75.64749268
CR 66,41A SUR-59,,6.18370173,-75.6473098
CR 66,41A SUR-03,,6.18420136,-75.64731724
CR 66A,X CL 41A SUR  LT 0085,,6.18421142,-75.64758862
CL 41C SUR,66-08 LOTE,,6.18329318,-75.64740414
CL 104B,86B-04 LOTE,,6.30758915,-75.58443285
CR 17C,46B-94,,6.23594517,-75.545527
CR 17C,46B-92,,6.23593701,-75.54554402
CR 17B,46B-87,,6.23581652,-75.54554441
CR 17C,46B-84,,6.23591116,-75.54559791
CR 17C,46B-86,,6.23591992,-75.54557964
CR 17B,46B-95,,6.23583996,-75.54549554
CR 30A,110A-73 (0101) LOTE,,6.29868462,-75.54239304
CR 30A,110A-73 (0109) LOTE,,6.29873031,-75.5424391
CR 30A,110A-73 (0108) LOTE,,6.29878671,-75.54241486
CR 30A,110A-73 (0113),,6.29863418,-75.5425011
CR 30A,110A-73 (0316) LOTE,,6.29878994,-75.54232112
CR 30A,110A-73 (0116) LOTE,,6.29877862,-75.54231426
CL 114,94A-915 (0113),,6.31052287,-75.61011548
CL 114,94A-915 (0112),,6.31062522,-75.61033164
CL 114,94A-915 (0111),,6.31067394,-75.61038845
CL 114,94A-915 (0138) LOTE,,6.31234695,-75.61050629
CL 114,94A-915 (0110),,6.31054671,-75.60858118
CR 94A,102-489 (0120),,6.30744605,-75.59509572
CR 94A,X CL 102  LT 0065,,6.3068254,-75.59384133
CR 100,114-370 (0120) LOTE,,6.31017515,-75.61102483
CL 114,94A-915 (0150),,6.31218112,-75.6100667
CL 114,94A-915 (0116),,6.31239071,-75.61097668
CL 114,94A-915 (0114),,6.31178468,-75.6107294
CL 114,94A-511 (0101) LOTE,,6.30843373,-75.60200339
CL 114,94A-915 (0112) LOTE,,6.31093849,-75.6095831
CL 114,94A-719 (0150),,6.30933812,-75.60737824
CL 114,95-213 LOTE,,6.30697308,-75.60674081
CR 106,58A-26 (0131) LOTE,,6.273592,-75.61498737
CL 59,105-33 (1119) LOTE,,6.27364443,-75.61485154
CL 58,105-46 (0103),,6.27374861,-75.61492713
CL 89,46A-09 (0131),,6.28056162,-75.55457031
CL 89,46A-09 (0132),,6.28062505,-75.55456003
CR 47,88-52 (0101) LOTE,,6.28060454,-75.55478242
CR 120B,48B-48 (0108),,6.26242491,-75.62537167
CR 120B,48B-48 (0112),,6.2624215,-75.62538795
CR 120B,48B-48 (0101),,6.26239561,-75.62540692
CR 120B,48B-48 (0104),,6.26240534,-75.62539363
CR 120B,48B-48 (0106),,6.26241131,-75.62538548
CR 120B,48B-48 (0107),,6.26241691,-75.62537784
CR 120B,48B-48 (0110),,6.26242657,-75.62538101
CR 120B,48B-48 (0114),,6.26240575,-75.6254095
CR 120B,48B-48 (0113),,6.26241092,-75.62540243
CR 120B,48B-48 (0102),,6.26240042,-75.62540035
CR 120B,48A-46 (0123),,6.26228193,-75.62502644
CR 120B,48B-26 (0103),,6.2622869,-75.6252235
CR 120B,48B-26 (0105),,6.26229078,-75.62521188
CR 120B,48B-26 (0106),,6.26228245,-75.62519221
CR 120B,48B-26 (0109),,6.26223023,-75.62521141
CR 120B,48A-46 (0126),,6.26224302,-75.62505434
CL 48D,110-217,,6.26389524,-75.62434077
CR 120B,48B-26 (0112),,6.26236462,-75.62522252
CR 120B,48A-46 (0130),,6.26216566,-75.62504671
CR 22,X CL 16  LT 0077,,6.21622011,-75.55293856
CR 23,16-108 LOTE,,6.2159955,-75.55368583
CL 9 SUR,X CR 50FF  LT 0023,,6.2004441,-75.58527913
CL 9 SUR,X CR 50FF  LT 0022,,6.20038362,-75.58494315
CR 50FF,X CL 9 SUR  LT 0108,,6.20011431,-75.58480924
CR 50FF,8 SUR-93,,6.20004292,-75.58486327
CL 9C SUR,X CR 50FF  LT 0080,,6.19963262,-75.58492498
CL 39A,X CR 101A  LT 0027,,6.25393917,-75.61808928
CL 39A,101A-122,,6.25391514,-75.61812754
CL 39A,101A-124,,6.25390752,-75.61814537
CL 39A,101A-130,,6.25387081,-75.61821936
CR 80,X CL 45GG  LT 0013,,6.2551582,-75.59841096
CR 80,X CL 45GG  LT 0018,,6.25533185,-75.59836191
CR 80,X CL 45GG  LT 0028,,6.25524361,-75.59838465
CR 8,45GG-36,,6.25525713,-75.59834146
CR 8,45GG-32,,6.25522199,-75.5983503
CR 107,106-900,,6.30937458,-75.62115521
CR 107,106-474,,6.30638726,-75.62232049
CR 107,106-547,,6.30686709,-75.62213875
CR 50FF,X CL 6  LT 0109,,6.20138653,-75.5841304
CR 50FF,X CL 6  LT 0107,,6.20193436,-75.58399567
CL 73,72C-191,,6.27244191,-75.58517134
CL 73,X CR 72C  LT 0007,,6.27264735,-75.58523991
CR 76,45 SUR-55 (0133),,6.18113621,-75.6550767
CR 78A,45 SUR-152 (0143) LOTE,,6.18078818,-75.65530745
CR 76,45 SUR-91,,6.18086821,-75.65471762
CR 76,45 SUR-55 (0137),,6.18114661,-75.65493429
CR 76,45 SUR-55 (0138),,6.18114457,-75.65496226
CR 76,45 SUR-55 (0135),,6.18114101,-75.65501098
CR 76,45 SUR-101,,6.18076945,-75.65472883
CR 76,45 SUR-97,,6.18081069,-75.65472415
CR 76,45 SUR-99,,6.18079037,-75.65472645
CR 76,45 SUR-55 (0139),,6.18114847,-75.65489254
CR 76,45 SUR-79,,6.18096034,-75.65470717
CR 76,45 SUR-81,,6.18093835,-75.65470966
CR 76,45 SUR-117,,6.18063219,-75.65475435
CR 76,45 SUR-75,,6.18102094,-75.65470293
CL 52,120B-107 (0152),,6.26786595,-75.62917016
CL 52,120B-127,,6.26848736,-75.62920864
CL 52,120B-193 (0130) LOTE,,6.26780469,-75.62956699
CL 52,120B-111 LOTE,,6.26858006,-75.62908927
CL 51,120B-32 (0103),,6.26755156,-75.62856769
CL 52,120B-107 (0125),,6.26832521,-75.62886491
CL 51,123A-04 (0105),,6.26732006,-75.62934244
CL 51,123A-04 (0110),,6.26738078,-75.62927133
CL 51,123A-04 (0115),,6.26742404,-75.62921392
CL 51,123A-04 (0120),,6.26747108,-75.6291968
CL 52,120B-107 (0155),,6.26781082,-75.62921403
CL 51,120B-26,,6.26758641,-75.6284894
CL 52,120B-193 (0120) LOTE,,6.26786823,-75.62947936
CL 62AA,X CR 106B  LT 0028 MJ 002,,6.27522791,-75.61703607
CL 51,65-161,,6.25733623,-75.58250692
CL 66,143-181 (0110),,6.2830009,-75.64239997
CL 66,143-181 (0120),,6.28305041,-75.64243166
CL 75,149-306 (0130),,6.29510734,-75.64460532
CL 74A,149-446,,6.29384736,-75.64608657
CL 74A,149-430 (0180),,6.29396935,-75.64587489
CR 144,73-73 (0160),,6.29363622,-75.64389845
CL 74A,149-421 LOTE,,6.29383502,-75.64599113
CL 74A,149-430 (0135),,6.2944199,-75.6456481
CL 74A,149-430 (0140),,6.29425774,-75.64550642
CL 74A,149-430 (0145),,6.29429705,-75.64533526
CL 74A,149-430 (0138),,6.294365,-75.64554815
CL 74A,149-430 (0142),,6.29434256,-75.64548796
CL 74A,149-411 LOTE,,6.2937716,-75.64592844
CL 62A,138-16,,6.2793042,-75.64067934
CL 49AC,X CR 93  LT 0003,,6.26102045,-75.60762869
CL 49B,93-89 (0123),,6.26129131,-75.60761499
CL 49B,93-89 (0122),,6.26127538,-75.60759759
CR 93,49AC-25,,6.26091166,-75.60730278
CL 49B,93-89 (0117),,6.26121296,-75.60751794
CL 49B,93-89 (0116),,6.26120698,-75.60751093
CL 49B,93-89 (0120),,6.26125001,-75.60756137
CL 49B,93-89 (0119),,6.26122907,-75.60753682
CL 49B,93-89 (0118),,6.26121921,-75.60752527
CL 60AA,132-61,,6.276032,-75.63810155
CL 60A,132-54,,6.27581064,-75.6382854
CL 60A,132-62,,6.27581683,-75.63833714
CL 60A,132-60,,6.27581497,-75.63832111
CL 60A,132-12,,6.27572521,-75.63791692
CR 132,60A-09,,6.27570231,-75.63778724
CL 60A,132-90,,6.27582596,-75.63858443
CL 60A,132-92,,6.27581905,-75.6386099
CL 60A,132-108 (0105),,6.27587845,-75.6386366
CL 60AA,132-77 (0115),,6.27589689,-75.63849737
CL 60AA,132-77 (0111),,6.27587486,-75.63849635
CL 60AA,132-77 (0113),,6.27588615,-75.63849687
CL 60AA,132-77 (0120),,6.27590509,-75.63849775
CL 60A,132-72,,6.27585701,-75.63843012
CL 60A,132-38,,6.27578678,-75.63811753
CL 60AA,132-77 (0105),,6.27602286,-75.63826407
CL 60AA,132-75 (0103),,6.27604005,-75.63825082
CL 60AA,132-75 (0102),,6.27604519,-75.63824735
CL 60AA,132-71,,6.2761059,-75.63818284
CL 60A,132-64,,6.27582702,-75.63836685
CL 60A,132-66,,6.2758319,-75.6384018
CL 60A,132-84,,6.27583069,-75.63856113
CL 60A,132-80,,6.27583313,-75.63854413
CL 60A,132-78,,6.27583814,-75.6385093
CL 60AA,132-23,,6.27587907,-75.63787151
CL 60AA,132-25,,6.27590372,-75.63790711
CL 60AA,132-77 (0108),,6.27599711,-75.63828816
CL 103,X CR 82C  LT 0152,,6.30403962,-75.57954292
CL 104A,X CR 84D  LT 0008,,6.30673888,-75.5833828
CL 104A,X CR 84A  LT 0028,,6.30656747,-75.58312703
CR 84D,X CL 104  LT 0029,,6.30669445,-75.5832833
CR 85A,19A-70,,6.22369602,-75.60937036
CL 101A,X CR 76D  LT 0092,,6.30031452,-75.57781997
CR 72,45 SUR-22 (0142),,6.1804577,-75.6500499
CR 72,45 SUR-22 (0115),,6.18068893,-75.65081408
CR 72,45 SUR-22 (0110),,6.18043217,-75.65112575
CR 72,45 SUR-22 (0122),,6.18048238,-75.65083325
CR 72,45 SUR-22 (0123),,6.18039149,-75.65090766
CR 72,45 SUR-22 (0147),,6.18063374,-75.65001534
CR 72,45 SUR-22 (0148),,6.18066206,-75.65000346
CR 72,45 SUR-22 (0149),,6.18068795,-75.6500013
CR 72,45 SUR-22 (0136),,6.18063982,-75.65007135
CR 72,45 SUR-22 (0134),,6.18057051,-75.65016695
CR 72,45 SUR-22 (0113),,6.18061453,-75.65090348
CR 72,45 SUR-22 (0128),,6.18036828,-75.65045159
